timestamp_ms,time_iso,data_type,lat,lng,alt_m,x_east_m,y_up_m,z_north_m,horizontal_distance_m,vel_n_ms,vel_e_ms,vel_d_ms,speed_ms,speed_mph,accel_n_ms2,accel_e_ms2,accel_d_ms2,accel_magnitude_ms2,h_acc_m,v_acc_m,s_acc_ms,kl,kd,roll_rad,roll_deg,vxs_ms,vxs_mph,vys_ms,vys_mph
1753285002450,2025-07-23T15:36:42.450Z,GPS_MEASUREMENT,40.27101300,-111.61698110,2370.979,0.000,0.000,0.000,0.000,-6.032,-0.868,17.197,18.245,40.813,0.000,0.000,0.000,0.000,0.448,0.836,0.285,,,,,,,,
1753285002500,2025-07-23T15:36:42.500Z,GPS_MEASUREMENT,40.27101000,-111.61698170,2370.052,-0.051,-0.927,-0.334,0.338,-6.418,-0.917,17.754,18.901,42.280,-7.720,-0.980,11.140,13.589,0.448,0.836,0.263,,,,,,,,
1753285002550,2025-07-23T15:36:42.550Z,GPS_MEASUREMENT,40.27100710,-111.61698240,2369.122,-0.110,-1.857,-0.657,0.666,-6.468,-1.080,18.134,19.283,43.135,-1.000,-3.260,7.600,8.330,0.448,0.836,0.261,,,,,,,,
1753285002600,2025-07-23T15:36:42.600Z,GPS_MEASUREMENT,40.27100410,-111.61698320,2368.191,-0.178,-2.788,-0.991,1.007,-6.575,-1.260,18.330,19.514,43.652,-2.140,-3.600,3.920,5.736,0.448,0.836,0.261,,,,,,,,
1753285002650,2025-07-23T15:36:42.650Z,GPS_MEASUREMENT,40.27100100,-111.61698400,2367.248,-0.246,-3.731,-1.336,1.358,-6.835,-1.404,18.523,19.794,44.277,-5.200,-2.880,3.860,7.088,0.448,0.836,0.273,,,,,,,,
1753285002700,2025-07-23T15:36:42.700Z,GPS_MEASUREMENT,40.27099790,-111.61698480,2366.276,-0.314,-4.703,-1.681,1.710,-6.993,-1.356,18.889,20.187,45.158,-3.160,0.960,7.320,8.031,0.448,0.835,0.274,,,,,,,,
1753285002750,2025-07-23T15:36:42.750Z,GPS_MEASUREMENT,40.27099470,-111.61698580,2365.301,-0.399,-5.678,-2.037,2.076,-7.052,-1.519,19.103,20.420,45.678,-1.180,-3.260,4.280,5.508,0.448,0.835,0.274,,,,,,,,
1753285002800,2025-07-23T15:36:42.800Z,GPS_MEASUREMENT,40.27099150,-111.61698670,2364.310,-0.476,-6.669,-2.393,2.440,-7.128,-1.593,19.408,20.737,46.387,-1.520,-1.480,6.100,6.458,0.449,0.835,0.273,,,,,,,,
1753285002850,2025-07-23T15:36:42.850Z,GPS_MEASUREMENT,40.27098810,-111.61698780,2363.290,-0.569,-7.689,-2.772,2.830,-7.412,-1.743,19.774,21.189,47.399,-5.680,-3.000,7.320,9.739,0.449,0.835,0.274,,,,,,,,
1753285002900,2025-07-23T15:36:42.900Z,GPS_MEASUREMENT,40.27098470,-111.61698890,2362.262,-0.663,-8.717,-3.150,3.219,-7.559,-1.775,20.119,21.565,48.240,-2.940,-0.640,6.900,7.527,0.449,0.835,0.252,,,,,,,,
1753285002950,2025-07-23T15:36:42.950Z,GPS_MEASUREMENT,40.27098110,-111.61699020,2361.241,-0.773,-9.738,-3.551,3.634,-7.725,-2.068,20.421,21.931,49.058,-3.320,-5.860,6.040,9.047,0.449,0.835,0.249,,,,,,,,
1753285003000,2025-07-23T15:36:43.000Z,GPS_MEASUREMENT,40.27097750,-111.61699150,2360.192,-0.883,-10.787,-3.952,4.049,-8.059,-2.144,20.701,22.318,49.923,-6.680,-1.520,5.600,8.848,0.449,0.834,0.247,,,,,,,,
1753285003050,2025-07-23T15:36:43.050Z,GPS_MEASUREMENT,40.27097370,-111.61699290,2359.155,-1.002,-11.824,-4.375,4.488,-8.280,-2.222,20.835,22.530,50.398,-4.420,-1.560,2.680,5.399,0.449,0.834,0.247,,,,,,,,
1753285003100,2025-07-23T15:36:43.100Z,GPS_MEASUREMENT,40.27096980,-111.61699440,2358.070,-1.130,-12.909,-4.809,4.940,-8.498,-2.495,21.240,23.013,51.478,-4.360,-5.460,8.100,10.697,0.449,0.833,0.248,,,,,,,,
1753285003150,2025-07-23T15:36:43.150Z,GPS_MEASUREMENT,40.27096600,-111.61699590,2357.000,-1.257,-13.979,-5.232,5.381,-8.587,-2.532,21.350,23.151,51.787,-1.780,-0.740,2.200,2.925,0.449,0.833,0.247,,,,,,,,
1753285003200,2025-07-23T15:36:43.200Z,GPS_MEASUREMENT,40.27096200,-111.61699750,2355.910,-1.393,-15.069,-5.677,5.846,-8.658,-2.677,21.654,23.474,52.510,-1.420,-2.900,6.080,6.884,0.449,0.832,0.246,,,,,,,,
1753285003250,2025-07-23T15:36:43.250Z,GPS_MEASUREMENT,40.27095790,-111.61699920,2354.802,-1.537,-16.177,-6.134,6.323,-9.096,-2.892,21.966,23.950,53.575,-8.760,-4.300,6.240,11.583,0.450,0.832,0.247,,,,,,,,
1753285003300,2025-07-23T15:36:43.300Z,GPS_MEASUREMENT,40.27095370,-111.61700090,2353.687,-1.682,-17.292,-6.601,6.812,-9.366,-2.966,22.089,24.175,54.079,-5.400,-1.480,2.460,6.116,0.450,0.831,0.246,,,,,,,,
1753285003350,2025-07-23T15:36:43.350Z,GPS_MEASUREMENT,40.27094940,-111.61700280,2352.571,-1.843,-18.408,-7.080,7.316,-9.501,-3.232,22.158,24.325,54.413,-2.700,-5.320,1.380,6.123,0.450,0.830,0.245,,,,,,,,
1753285003400,2025-07-23T15:36:43.400Z,GPS_MEASUREMENT,40.27094500,-111.61700490,2351.444,-2.021,-19.535,-7.570,7.835,-9.726,-3.537,22.379,24.656,55.154,-4.500,-6.100,4.420,8.775,0.450,0.830,0.243,,,,,,,,
1753285003450,2025-07-23T15:36:43.450Z,GPS_MEASUREMENT,40.27094050,-111.61700700,2350.317,-2.200,-20.662,-8.071,8.365,-9.898,-3.559,22.484,24.823,55.527,-3.440,-0.440,2.100,4.054,0.449,0.829,0.239,,,,,,,,
1753285003500,2025-07-23T15:36:43.500Z,GPS_MEASUREMENT,40.27093580,-111.61700940,2349.177,-2.404,-21.802,-8.594,8.924,-10.217,-3.860,22.703,25.194,56.356,-6.380,-6.020,4.380,9.805,0.449,0.829,0.238,,,,,,,,
1753285003550,2025-07-23T15:36:43.550Z,GPS_MEASUREMENT,40.27093110,-111.61701170,2348.022,-2.599,-22.957,-9.117,9.480,-10.598,-3.974,22.889,25.535,57.119,-7.620,-2.280,3.720,8.781,0.450,0.829,0.240,,,,,,,,
1753285003600,2025-07-23T15:36:43.600Z,GPS_MEASUREMENT,40.27092610,-111.61701420,2346.885,-2.811,-24.094,-9.674,10.074,-10.808,-4.225,22.887,25.661,57.402,-4.200,-5.020,-0.040,6.545,0.450,0.828,0.242,,,,,,,,
1753285003650,2025-07-23T15:36:43.650Z,GPS_MEASUREMENT,40.27092120,-111.61701700,2345.732,-3.049,-25.247,-10.219,10.664,-10.957,-4.582,23.000,25.885,57.904,-2.980,-7.140,2.260,8.060,0.450,0.828,0.242,,,,,,,,
1753285003700,2025-07-23T15:36:43.700Z,GPS_MEASUREMENT,40.27091610,-111.61701990,2344.581,-3.296,-26.398,-10.787,11.279,-11.255,-4.994,23.108,26.184,58.572,-5.960,-8.240,2.160,10.396,0.450,0.828,0.230,,,,,,,,
1753285003750,2025-07-23T15:36:43.750Z,GPS_MEASUREMENT,40.27091100,-111.61702290,2343.420,-3.550,-27.559,-11.355,11.897,-11.231,-5.012,23.176,26.237,58.691,0.480,-0.360,1.360,1.486,0.450,0.828,0.229,,,,,,,,
1753285003800,2025-07-23T15:36:43.800Z,GPS_MEASUREMENT,40.27090570,-111.61702590,2342.269,-3.805,-28.710,-11.945,12.536,-11.705,-5.181,23.165,26.466,59.204,-9.480,-3.380,-0.220,10.067,0.450,0.828,0.230,,,,,,,,
1753285003850,2025-07-23T15:36:43.850Z,GPS_MEASUREMENT,40.27090030,-111.61702920,2341.112,-4.085,-29.867,-12.546,13.194,-11.976,-5.462,23.278,26.742,59.820,-5.420,-5.620,2.260,8.128,0.450,0.828,0.230,,,,,,,,
1753285003900,2025-07-23T15:36:43.900Z,GPS_MEASUREMENT,40.27089470,-111.61703260,2339.977,-4.374,-31.002,-13.169,13.877,-12.172,-5.702,23.341,26.935,60.251,-3.920,-4.800,1.260,6.324,0.450,0.828,0.213,,,,,,,,
1753285003950,2025-07-23T15:36:43.950Z,GPS_MEASUREMENT,40.27088920,-111.61703610,2338.803,-4.671,-32.176,-13.781,14.552,-12.184,-6.071,23.360,27.037,60.480,-0.240,-7.380,0.380,7.394,0.450,0.828,0.215,,,,,,,,
1753285004000,2025-07-23T15:36:44.000Z,GPS_MEASUREMENT,40.27088370,-111.61703990,2337.628,-4.994,-33.351,-14.394,15.235,-12.304,-6.441,23.368,27.183,60.808,-2.400,-7.400,0.160,7.781,0.450,0.829,0.218,,,,,,,,
1753285004050,2025-07-23T15:36:44.050Z,GPS_MEASUREMENT,40.27087800,-111.61704390,2336.438,-5.334,-34.541,-15.028,15.947,-12.539,-6.835,23.592,27.578,61.690,-4.700,-7.880,4.480,10.211,0.450,0.828,0.206,,,,,,,,
1753285004100,2025-07-23T15:36:44.100Z,GPS_MEASUREMENT,40.27087220,-111.61704820,2335.234,-5.699,-35.745,-15.674,16.678,-12.916,-7.207,23.789,28.012,62.661,-7.540,-7.440,3.940,11.302,0.450,0.828,0.205,,,,,,,,
1753285004150,2025-07-23T15:36:44.150Z,GPS_MEASUREMENT,40.27086630,-111.61705250,2334.051,-6.064,-36.928,-16.331,17.420,-13.017,-7.368,23.747,28.065,62.780,-2.020,-3.220,-0.840,3.893,0.450,0.829,0.221,,,,,,,,
1753285004200,2025-07-23T15:36:44.200Z,GPS_MEASUREMENT,40.27086050,-111.61705700,2332.864,-6.447,-38.115,-16.976,18.159,-13.042,-7.707,23.746,28.167,63.007,-0.500,-6.780,-0.020,6.798,0.450,0.829,0.224,,,,,,,,
1753285004250,2025-07-23T15:36:44.250Z,GPS_MEASUREMENT,40.27085450,-111.61706190,2331.683,-6.863,-39.296,-17.644,18.932,-13.298,-8.218,23.741,28.425,63.586,-5.120,-10.220,-0.100,11.431,0.450,0.829,0.212,,,,,,,,
1753285004300,2025-07-23T15:36:44.300Z,GPS_MEASUREMENT,40.27084850,-111.61706680,2330.510,-7.279,-40.469,-18.312,19.706,-13.254,-8.417,23.670,28.404,63.538,0.880,-3.980,-1.420,4.316,0.450,0.828,0.205,,,,,,,,
1753285004350,2025-07-23T15:36:44.350Z,GPS_MEASUREMENT,40.27084240,-111.61707200,2329.324,-7.721,-41.655,-18.991,20.501,-13.581,-8.705,23.619,28.602,63.981,-6.540,-5.760,-1.020,8.774,0.450,0.828,0.209,,,,,,,,
1753285004400,2025-07-23T15:36:44.400Z,GPS_MEASUREMENT,40.27083610,-111.61707720,2328.141,-8.162,-42.838,-19.692,21.317,-13.951,-8.932,23.624,28.853,64.543,-7.400,-4.540,0.100,8.682,0.450,0.828,0.206,,,,,,,,
1753285004450,2025-07-23T15:36:44.450Z,GPS_MEASUREMENT,40.27082970,-111.61708280,2326.956,-8.638,-44.023,-20.405,22.158,-14.035,-9.334,23.709,29.090,65.072,-1.680,-8.040,1.700,8.388,0.450,0.827,0.205,,,,,,,,
1753285004500,2025-07-23T15:36:44.500Z,GPS_MEASUREMENT,40.27082330,-111.61708860,2325.777,-9.131,-45.202,-21.117,23.007,-13.980,-9.787,23.726,29.226,65.376,1.100,-9.060,0.340,9.133,0.450,0.827,0.210,,,,,,,,
1753285004550,2025-07-23T15:36:44.550Z,GPS_MEASUREMENT,40.27081690,-111.61709450,2324.600,-9.632,-46.379,-21.830,23.860,-14.137,-10.038,23.657,29.330,65.610,-3.140,-5.020,-1.380,6.080,0.450,0.827,0.210,,,,,,,,
1753285004600,2025-07-23T15:36:44.600Z,GPS_MEASUREMENT,40.27081040,-111.61710070,2323.415,-10.158,-47.564,-22.553,24.736,-14.401,-10.445,23.569,29.529,66.055,-5.280,-8.140,-1.760,9.861,0.450,0.827,0.211,,,,,,,,
1753285004650,2025-07-23T15:36:44.650Z,GPS_MEASUREMENT,40.27080370,-111.61710690,2322.246,-10.685,-48.733,-23.299,25.632,-14.718,-10.466,23.529,29.661,66.350,-6.340,-0.420,-0.800,6.404,0.451,0.827,0.206,,,,,,,,
1753285004700,2025-07-23T15:36:44.700Z,GPS_MEASUREMENT,40.27079720,-111.61711330,2321.053,-11.229,-49.926,-24.023,26.517,-14.661,-10.875,23.550,29.796,66.652,1.140,-8.180,0.420,8.270,0.451,0.827,0.200,,,,,,,,
1753285004750,2025-07-23T15:36:44.750Z,GPS_MEASUREMENT,40.27079060,-111.61712000,2319.893,-11.798,-51.086,-24.757,27.425,-14.673,-11.366,23.431,29.891,66.865,-0.240,-9.820,-2.380,10.107,0.451,0.827,0.208,,,,,,,,
1753285004800,2025-07-23T15:36:44.800Z,GPS_MEASUREMENT,40.27078380,-111.61712700,2318.726,-12.392,-52.253,-25.514,28.365,-14.844,-11.762,23.520,30.197,67.550,-3.420,-7.920,1.780,8.809,0.452,0.827,0.200,,,,,,,,
1753285004850,2025-07-23T15:36:44.850Z,GPS_MEASUREMENT,40.27077700,-111.61713410,2317.539,-12.995,-53.440,-26.271,29.310,-15.130,-12.038,23.535,30.459,68.134,-5.720,-5.520,0.300,7.955,0.452,0.827,0.198,,,,,,,,
1753285004900,2025-07-23T15:36:44.900Z,GPS_MEASUREMENT,40.27077020,-111.61714140,2316.370,-13.615,-54.609,-27.028,30.264,-15.195,-12.407,23.509,30.619,68.492,-1.300,-7.380,-0.520,7.512,0.452,0.828,0.195,,,,,,,,
1753285004950,2025-07-23T15:36:44.950Z,GPS_MEASUREMENT,40.27076320,-111.61714880,2315.237,-14.244,-55.742,-27.808,31.243,-15.413,-12.581,23.217,30.576,68.396,-4.360,-3.480,-5.840,8.076,0.453,0.828,0.201,,,,,,,,
1753285005000,2025-07-23T15:36:45.000Z,GPS_MEASUREMENT,40.27075630,-111.61715650,2314.067,-14.898,-56.912,-28.576,32.226,-15.355,-13.131,23.027,30.634,68.526,1.160,-11.000,-3.800,11.696,0.453,0.829,0.203,,,,,,,,
1753285005050,2025-07-23T15:36:45.050Z,GPS_MEASUREMENT,40.27074950,-111.61716440,2312.913,-15.569,-58.066,-29.333,33.208,-15.375,-13.388,22.796,30.582,68.411,-0.400,-5.140,-4.620,6.923,0.454,0.829,0.204,,,,,,,,
1753285005100,2025-07-23T15:36:45.100Z,GPS_MEASUREMENT,40.27074240,-111.61717250,2311.765,-16.257,-59.214,-30.123,34.230,-15.669,-13.659,22.906,30.932,69.192,-5.880,-5.420,2.200,8.294,0.454,0.830,0.213,,,,,,,,
1753285005150,2025-07-23T15:36:45.150Z,GPS_MEASUREMENT,40.27073510,-111.61718070,2310.663,-16.953,-60.316,-30.936,35.276,-15.827,-13.834,22.900,31.085,69.536,-3.160,-3.500,-0.120,4.717,0.454,0.830,0.211,,,,,,,,
1753285005200,2025-07-23T15:36:45.200Z,GPS_MEASUREMENT,40.27072790,-111.61718910,2309.551,-17.667,-61.428,-31.737,36.323,-15.856,-14.276,22.612,31.089,69.544,-0.580,-8.840,-5.760,10.567,0.455,0.830,0.204,,,,,,,,
1753285005250,2025-07-23T15:36:45.250Z,GPS_MEASUREMENT,40.27072070,-111.61719770,2308.434,-18.397,-62.545,-32.539,37.379,-15.988,-14.601,22.377,31.137,69.652,-2.640,-6.500,-4.700,8.445,0.455,0.830,0.206,,,,,,,,
1753285005300,2025-07-23T15:36:45.300Z,GPS_MEASUREMENT,40.27071350,-111.61720650,2307.323,-19.145,-63.656,-33.340,38.446,-16.068,-15.002,22.240,31.271,69.951,-1.600,-8.020,-2.740,8.625,0.456,0.831,0.198,,,,,,,,
1753285005350,2025-07-23T15:36:45.350Z,GPS_MEASUREMENT,40.27070640,-111.61721560,2306.196,-19.918,-64.783,-34.131,39.517,-16.028,-15.417,22.231,31.445,70.341,0.800,-8.300,-0.180,8.340,0.453,0.827,0.180,,,,,,,,
1753285005400,2025-07-23T15:36:45.400Z,GPS_MEASUREMENT,40.27069910,-111.61722480,2305.092,-20.699,-65.887,-34.943,40.614,-16.247,-15.619,22.081,31.551,70.579,-4.380,-4.040,-3.000,6.671,0.452,0.824,0.182,,,,,,,,
1753285005450,2025-07-23T15:36:45.450Z,GPS_MEASUREMENT,40.27069140,-111.61723390,2304.052,-21.472,-66.927,-35.800,41.746,-16.491,-15.591,21.902,31.539,70.552,-4.880,0.560,-3.580,6.078,0.451,0.822,0.181,,,,,,,,
1753285005500,2025-07-23T15:36:45.500Z,GPS_MEASUREMENT,40.27068390,-111.61724330,2302.977,-22.270,-68.002,-36.635,42.873,-16.487,-15.909,21.719,31.569,70.619,0.080,-6.360,-3.660,7.338,0.450,0.819,0.183,,,,,,,,
1753285005550,2025-07-23T15:36:45.550Z,GPS_MEASUREMENT,40.27067640,-111.61725310,2301.913,-23.103,-69.066,-37.470,44.020,-16.508,-16.567,21.580,31.823,71.185,-0.420,-13.160,-2.780,13.457,0.449,0.817,0.185,,,,,,,,
1753285005600,2025-07-23T15:36:45.600Z,GPS_MEASUREMENT,40.27066900,-111.61726280,2300.827,-23.927,-70.152,-38.294,45.154,-16.571,-16.558,21.451,31.763,71.053,-1.260,0.180,-2.580,2.877,0.449,0.815,0.178,,,,,,,,
1753285005650,2025-07-23T15:36:45.650Z,GPS_MEASUREMENT,40.27066160,-111.61727260,2299.719,-24.759,-71.260,-39.118,46.295,-16.745,-16.677,21.383,31.871,71.293,-3.480,-2.380,-1.360,4.430,0.448,0.813,0.174,,,,,,,,
1753285005700,2025-07-23T15:36:45.700Z,GPS_MEASUREMENT,40.27065410,-111.61728290,2298.643,-25.634,-72.336,-39.953,47.469,-16.680,-17.334,21.250,32.098,71.800,1.300,-13.140,-2.660,13.469,0.446,0.811,0.174,,,,,,,,
1753285005750,2025-07-23T15:36:45.750Z,GPS_MEASUREMENT,40.27064660,-111.61729330,2297.608,-26.517,-73.371,-40.787,48.649,-16.686,-17.678,21.031,32.144,71.904,-0.120,-6.880,-4.380,8.157,0.446,0.809,0.177,,,,,,,,
1753285005800,2025-07-23T15:36:45.800Z,GPS_MEASUREMENT,40.27063910,-111.61730400,2296.558,-27.426,-74.421,-41.622,49.846,-16.488,-18.075,20.952,32.211,72.054,3.960,-7.940,-1.580,9.012,0.445,0.807,0.178,,,,,,,,
1753285005850,2025-07-23T15:36:45.850Z,GPS_MEASUREMENT,40.27063160,-111.61731490,2295.519,-28.352,-75.460,-42.457,51.053,-16.575,-18.416,20.722,32.300,72.253,-1.740,-6.820,-4.600,8.408,0.445,0.806,0.180,,,,,,,,
1753285005900,2025-07-23T15:36:45.900Z,GPS_MEASUREMENT,40.27062410,-111.61732580,2294.499,-29.278,-76.480,-43.292,52.263,-16.626,-18.462,20.614,32.283,72.216,-1.020,-0.920,-2.160,2.560,0.444,0.804,0.180,,,,,,,,
1753285005950,2025-07-23T15:36:45.950Z,GPS_MEASUREMENT,40.27061650,-111.61733690,2293.486,-30.220,-77.493,-44.138,53.492,-16.750,-18.823,20.461,32.458,72.607,-2.480,-7.220,-3.060,8.224,0.444,0.803,0.180,,,,,,,,
1753285006000,2025-07-23T15:36:46.000Z,GPS_MEASUREMENT,40.27060870,-111.61734860,2292.537,-31.214,-78.442,-45.006,54.771,-16.583,-19.567,20.176,32.633,72.999,3.340,-14.880,-5.700,16.281,0.443,0.802,0.180,,,,,,,,
1753285006050,2025-07-23T15:36:46.050Z,GPS_MEASUREMENT,40.27060110,-111.61736000,2291.571,-32.182,-79.408,-45.852,56.019,-16.561,-19.381,19.809,32.284,72.218,0.440,3.720,-7.340,8.241,0.442,0.800,0.187,,,,,,,,
1753285006150,2025-07-23T15:36:46.150Z,GPS_MEASUREMENT,40.27058630,-111.61738350,2289.625,-34.178,-81.354,-47.500,58.518,-16.460,-20.084,19.397,32.412,72.504,1.010,-7.030,-4.120,8.211,0.444,0.801,0.211,,,,,,,,
1753285006200,2025-07-23T15:36:46.200Z,GPS_MEASUREMENT,40.27057890,-111.61739570,2288.671,-35.215,-82.308,-48.324,59.793,-16.401,-20.637,19.246,32.639,73.011,1.180,-11.060,-3.020,11.525,0.443,0.800,0.195,,,,,,,,
1753285006250,2025-07-23T15:36:46.250Z,GPS_MEASUREMENT,40.27057150,-111.61740810,2287.739,-36.268,-83.240,-49.148,61.081,-16.341,-21.050,18.949,32.699,73.145,1.200,-8.260,-5.940,10.245,0.443,0.800,0.192,,,,,,,,
1753285006300,2025-07-23T15:36:46.300Z,GPS_MEASUREMENT,40.27056430,-111.61742080,2286.788,-37.346,-84.191,-49.949,62.367,-16.234,-21.379,18.885,32.821,73.420,2.140,-6.580,-1.280,7.037,0.443,0.799,0.185,,,,,,,,
1753285006350,2025-07-23T15:36:46.350Z,GPS_MEASUREMENT,40.27055720,-111.61743330,2285.861,-38.408,-85.118,-50.739,63.637,-15.960,-21.294,18.503,32.412,72.503,5.480,1.700,-7.640,9.555,0.442,0.798,0.186,,,,,,,,
1753285006400,2025-07-23T15:36:46.400Z,GPS_MEASUREMENT,40.27055010,-111.61744640,2284.959,-39.521,-86.020,-51.530,64.940,-15.692,-22.052,18.273,32.656,73.050,5.360,-15.160,-4.600,16.725,0.442,0.797,0.186,,,,,,,,
1753285006450,2025-07-23T15:36:46.450Z,GPS_MEASUREMENT,40.27054310,-111.61745950,2284.057,-40.634,-86.922,-52.309,66.237,-15.484,-22.099,18.007,32.440,72.567,4.160,-0.940,-5.320,6.818,0.441,0.796,0.179,,,,,,,,
1753285006500,2025-07-23T15:36:46.500Z,GPS_MEASUREMENT,40.27053630,-111.61747290,2283.142,-41.772,-87.837,-53.066,67.534,-15.319,-22.592,18.062,32.731,73.217,3.300,-9.860,1.100,10.456,0.441,0.796,0.198,,,,,,,,
1753285006550,2025-07-23T15:36:46.550Z,GPS_MEASUREMENT,40.27052930,-111.61748620,2282.289,-42.901,-88.690,-53.845,68.846,-15.170,-22.640,17.768,32.533,72.775,2.980,-0.960,-5.880,6.662,0.441,0.795,0.193,,,,,,,,
1753285006600,2025-07-23T15:36:46.600Z,GPS_MEASUREMENT,40.27052260,-111.61749980,2281.416,-44.056,-89.563,-54.591,70.151,-14.857,-22.980,17.448,32.454,72.597,6.260,-6.800,-6.400,11.242,0.440,0.795,0.191,,,,,,,,
1753285006650,2025-07-23T15:36:46.650Z,GPS_MEASUREMENT,40.27051620,-111.61751380,2280.559,-45.246,-90.420,-55.304,71.454,-14.345,-23.760,17.131,32.616,72.959,10.240,-15.600,-6.340,19.708,0.440,0.795,0.189,,,,,,,,
1753285006700,2025-07-23T15:36:46.700Z,GPS_MEASUREMENT,40.27050990,-111.61752780,2279.717,-46.435,-91.262,-56.005,72.751,-13.879,-23.814,16.972,32.369,72.409,9.320,-1.080,-3.180,9.907,0.440,0.794,0.190,,,,,,,,
1753285006750,2025-07-23T15:36:46.750Z,GPS_MEASUREMENT,40.27050380,-111.61754210,2278.869,-47.649,-92.110,-56.684,74.051,-13.715,-24.243,16.948,32.605,72.935,3.280,-8.580,-0.480,9.198,0.440,0.794,0.190,,,,,,,,
1753285006800,2025-07-23T15:36:46.800Z,GPS_MEASUREMENT,40.27049760,-111.61755660,2278.045,-48.881,-92.934,-57.374,75.373,-13.587,-24.602,16.793,32.739,73.236,2.560,-7.180,-3.100,8.229,0.440,0.794,0.189,,,,,,,,
1753285006850,2025-07-23T15:36:46.850Z,GPS_MEASUREMENT,40.27049160,-111.61757090,2277.187,-50.095,-93.792,-58.042,76.671,-13.322,-24.355,16.663,32.377,72.426,5.300,4.940,-2.600,7.698,0.440,0.794,0.207,,,,,,,,
1753285006900,2025-07-23T15:36:46.900Z,GPS_MEASUREMENT,40.27048590,-111.61758600,2276.393,-51.378,-94.586,-58.677,77.991,-12.633,-25.293,16.404,32.687,73.118,13.780,-18.760,-5.180,23.847,0.440,0.794,0.201,,,,,,,,
1753285006950,2025-07-23T15:36:46.950Z,GPS_MEASUREMENT,40.27048020,-111.61760060,2275.616,-52.618,-95.363,-59.311,79.287,-12.289,-24.916,16.309,32.215,72.063,6.880,7.540,-1.900,10.382,0.440,0.794,0.200,,,,,,,,
1753285007000,2025-07-23T15:36:47.000Z,GPS_MEASUREMENT,40.27047460,-111.61761530,2274.860,-53.867,-96.119,-59.934,80.584,-11.965,-25.034,15.939,31.999,71.579,6.480,-2.360,-7.400,10.115,0.440,0.793,0.220,,,,,,,,
1753285007050,2025-07-23T15:36:47.050Z,GPS_MEASUREMENT,40.27046940,-111.61763070,2274.047,-55.175,-96.932,-60.513,81.891,-11.619,-25.925,16.048,32.629,72.989,6.920,-17.820,2.180,19.240,0.440,0.793,0.222,,,,,,,,
1753285007100,2025-07-23T15:36:47.100Z,GPS_MEASUREMENT,40.27046420,-111.61764570,2273.276,-56.449,-97.703,-61.092,83.179,-11.410,-25.606,15.762,32.160,71.941,4.180,6.380,-5.720,9.534,0.440,0.792,0.226,,,,,,,,
1753285007150,2025-07-23T15:36:47.150Z,GPS_MEASUREMENT,40.27045920,-111.61766070,2272.536,-57.723,-98.443,-61.649,84.454,-10.956,-25.582,15.383,31.798,71.130,9.080,0.480,-7.580,11.838,0.439,0.791,0.261,,,,,,,,
1753285007200,2025-07-23T15:36:47.200Z,GPS_MEASUREMENT,40.27045450,-111.61767600,2271.770,-59.022,-99.209,-62.172,85.726,-10.351,-25.931,15.308,31.842,71.228,12.100,-6.980,-1.500,14.049,0.439,0.790,0.286,,,,,,,,
1753285007250,2025-07-23T15:36:47.250Z,GPS_MEASUREMENT,40.27045010,-111.61769190,2270.978,-60.373,-100.001,-62.662,87.014,-10.037,-26.771,15.298,32.426,72.535,6.280,-16.800,-0.200,17.937,0.439,0.789,0.268,,,,,,,,
1753285007300,2025-07-23T15:36:47.300Z,GPS_MEASUREMENT,40.27044590,-111.61770780,2270.174,-61.723,-100.805,-63.129,88.290,-9.716,-26.980,15.462,32.579,72.877,6.420,-4.180,3.280,8.333,0.439,0.788,0.235,,,,,,,,
1753285007350,2025-07-23T15:36:47.350Z,GPS_MEASUREMENT,40.27044180,-111.61772400,2269.361,-63.099,-101.618,-63.586,89.580,-9.297,-27.314,15.503,32.754,73.269,8.380,-6.680,0.820,10.748,0.438,0.787,0.215,,,,,,,,
1753285007400,2025-07-23T15:36:47.400Z,GPS_MEASUREMENT,40.27043790,-111.61774010,2268.584,-64.467,-102.395,-64.020,90.854,-8.880,-27.263,15.403,32.548,72.808,8.340,1.020,-2.000,8.637,0.438,0.786,0.209,,,,,,,,
1753285007450,2025-07-23T15:36:47.450Z,GPS_MEASUREMENT,40.27043400,-111.61775620,2267.821,-65.834,-103.158,-64.454,92.133,-8.585,-27.471,15.206,32.551,72.815,5.900,-4.160,-3.940,8.224,0.438,0.785,0.211,,,,,,,,
1753285007500,2025-07-23T15:36:47.500Z,GPS_MEASUREMENT,40.27043040,-111.61777270,2267.048,-67.236,-103.931,-64.855,93.417,-8.128,-27.872,15.250,32.794,73.359,9.140,-8.020,0.880,12.192,0.437,0.783,0.204,,,,,,,,
1753285007550,2025-07-23T15:36:47.550Z,GPS_MEASUREMENT,40.27042700,-111.61778910,2266.281,-68.629,-104.698,-65.233,94.685,-7.661,-27.943,15.235,32.735,73.227,9.340,-1.420,-0.300,9.452,0.436,0.782,0.201,,,,,,,,
1753285007600,2025-07-23T15:36:47.600Z,GPS_MEASUREMENT,40.27042380,-111.61780550,2265.536,-70.021,-105.443,-65.589,95.943,-7.209,-27.910,15.021,32.505,72.712,9.040,0.660,-4.280,10.024,0.436,0.781,0.197,,,,,,,,
