timestamp_ms,time_iso,data_type,lat,lng,alt_m,x_east_m,y_up_m,z_north_m,horizontal_distance_m,vel_n_ms,vel_e_ms,vel_d_ms,speed_ms,speed_mph,accel_n_ms2,accel_e_ms2,accel_d_ms2,accel_magnitude_ms2,h_acc_m,v_acc_m,s_acc_ms,kl,kd,roll_rad,roll_deg,vxs_ms,vxs_mph,vys_ms,vys_mph
1753285011361.0894,2025-07-23T15:36:51.361Z,FILTER_OUTPUT,40.27055570,-111.61917062,2219.118,-185.970,-151.861,-50.906,192.811,13.640,-30.649,11.474,35.455,79.311,6.049,1.830,0.420,6.334,,,,8.872469e-4,1.729154e-4,0.623952,35.750,32.646406,73.028,6.362452,14.232
1753285011372.2004,2025-07-23T15:36:51.372Z,FILTER_OUTPUT,40.27055711,-111.61917461,2218.987,-186.309,-151.992,-50.749,193.097,13.723,-30.630,11.506,35.481,79.368,6.096,1.839,0.492,6.386,,,,8.872469e-4,1.729154e-4,0.623952,35.750,32.646406,73.028,6.362452,14.232
1753285011383.3115,2025-07-23T15:36:51.383Z,FILTER_OUTPUT,40.27055852,-111.61917861,2218.855,-186.648,-152.124,-50.592,193.383,13.806,-30.611,11.537,35.507,79.427,6.143,1.847,0.564,6.439,,,,8.872469e-4,1.729154e-4,0.623952,35.750,32.646406,73.028,6.362452,14.232
1753285011394.4226,2025-07-23T15:36:51.394Z,FILTER_OUTPUT,40.27055993,-111.61918260,2218.723,-186.987,-152.256,-50.436,193.670,13.889,-30.592,11.568,35.533,79.486,6.190,1.856,0.637,6.493,,,,8.872469e-4,1.729154e-4,0.623952,35.750,32.646406,73.028,6.362452,14.232
1753285011405.5337,2025-07-23T15:36:51.405Z,FILTER_OUTPUT,40.27056134,-111.61918659,2218.591,-187.326,-152.388,-50.278,193.956,13.961,-30.576,11.598,35.557,79.539,6.202,1.857,0.702,6.512,,,,8.616206e-4,1.644014e-4,0.628130,35.989,33.166097,74.191,6.328252,14.156
1753285011416.6448,2025-07-23T15:36:51.416Z,FILTER_OUTPUT,40.27056276,-111.61919057,2218.458,-187.664,-152.521,-50.120,194.242,14.022,-30.562,11.628,35.579,79.588,6.179,1.850,0.759,6.494,,,,8.616206e-4,1.644014e-4,0.628130,35.989,33.166097,74.191,6.328252,14.156
1753285011427.7559,2025-07-23T15:36:51.427Z,FILTER_OUTPUT,40.27056418,-111.61919456,2218.325,-188.003,-152.654,-49.962,194.528,14.083,-30.548,11.658,35.601,79.636,6.156,1.842,0.816,6.477,,,,8.616206e-4,1.644014e-4,0.628130,35.989,33.166097,74.191,6.328252,14.156
1753285011438.867,2025-07-23T15:36:51.438Z,FILTER_OUTPUT,40.27056560,-111.61919854,2218.191,-188.341,-152.788,-49.804,194.815,14.144,-30.534,11.687,35.623,79.685,6.133,1.835,0.873,6.461,,,,8.616206e-4,1.644014e-4,0.628130,35.989,33.166097,74.191,6.328252,14.156
1753285011449.978,2025-07-23T15:36:51.449Z,FILTER_OUTPUT,40.27056702,-111.61920252,2218.058,-188.680,-152.921,-49.646,195.102,14.205,-30.520,11.717,35.644,79.735,6.110,1.828,0.930,6.445,,,,8.616206e-4,1.644014e-4,0.628130,35.989,33.166097,74.191,6.328252,14.156
1753285011461.089,2025-07-23T15:36:51.461Z,FILTER_OUTPUT,40.27056845,-111.61920651,2217.923,-189.018,-153.056,-49.487,195.388,14.251,-30.507,11.754,35.664,79.778,6.047,1.816,0.999,6.392,,,,8.235456e-4,1.605810e-4,0.623512,35.725,33.884559,75.798,6.607063,14.780
1753285011472.2002,2025-07-23T15:36:51.472Z,FILTER_OUTPUT,40.27056988,-111.61921049,2217.787,-189.356,-153.192,-49.328,195.675,14.297,-30.494,11.791,35.684,79.822,5.983,1.803,1.069,6.340,,,,8.235456e-4,1.605810e-4,0.623512,35.725,33.884559,75.798,6.607063,14.780
1753285011483.3113,2025-07-23T15:36:51.483Z,FILTER_OUTPUT,40.27057131,-111.61921447,2217.651,-189.694,-153.328,-49.169,195.963,14.342,-30.482,11.828,35.704,79.867,5.920,1.791,1.139,6.289,,,,8.235456e-4,1.605810e-4,0.623512,35.725,33.884559,75.798,6.607063,14.780
1753285011494.4224,2025-07-23T15:36:51.494Z,FILTER_OUTPUT,40.27057274,-111.61921845,2217.516,-190.032,-153.463,-49.010,196.250,14.388,-30.469,11.865,35.723,79.911,5.856,1.779,1.208,6.239,,,,8.235456e-4,1.605810e-4,0.623512,35.725,33.884559,75.798,6.607063,14.780
1753285011505.5334,2025-07-23T15:36:51.505Z,FILTER_OUTPUT,40.27057419,-111.61922243,2217.379,-190.370,-153.600,-48.849,196.537,14.439,-30.457,11.905,35.747,79.964,5.814,1.765,1.282,6.209,,,,7.914206e-4,1.483471e-4,0.631880,36.204,34.637655,77.482,6.492624,14.524
1753285011516.6445,2025-07-23T15:36:51.516Z,FILTER_OUTPUT,40.27057565,-111.61922640,2217.241,-190.707,-153.738,-48.686,196.824,14.495,-30.446,11.949,35.775,80.026,5.791,1.750,1.360,6.201,,,,7.914206e-4,1.483471e-4,0.631880,36.204,34.637655,77.482,6.492624,14.524
1753285011527.7556,2025-07-23T15:36:51.527Z,FILTER_OUTPUT,40.27057711,-111.61923037,2217.103,-191.045,-153.876,-48.523,197.111,14.552,-30.435,11.992,35.803,80.089,5.769,1.735,1.438,6.194,,,,7.914206e-4,1.483471e-4,0.631880,36.204,34.637655,77.482,6.492624,14.524
1753285011538.8667,2025-07-23T15:36:51.538Z,FILTER_OUTPUT,40.27057857,-111.61923435,2216.965,-191.383,-154.014,-48.361,197.398,14.608,-30.424,12.036,35.831,80.152,5.747,1.719,1.517,6.187,,,,7.914206e-4,1.483471e-4,0.631880,36.204,34.637655,77.482,6.492624,14.524
1753285011549.9778,2025-07-23T15:36:51.549Z,FILTER_OUTPUT,40.27058003,-111.61923832,2216.827,-191.720,-154.152,-48.198,197.686,14.665,-30.412,12.079,35.859,80.214,5.725,1.704,1.595,6.182,,,,7.914206e-4,1.483471e-4,0.631880,36.204,34.637655,77.482,6.492624,14.524
1753285011561.0889,2025-07-23T15:36:51.561Z,FILTER_OUTPUT,40.27058153,-111.61924229,2216.688,-192.057,-154.291,-48.031,197.972,14.729,-30.402,12.121,35.891,80.286,5.731,1.688,1.656,6.200,,,,7.701603e-4,1.329153e-4,0.644115,36.905,35.249238,78.850,6.083360,13.608
1753285011572.2,2025-07-23T15:36:51.572Z,FILTER_OUTPUT,40.27058303,-111.61924626,2216.549,-192.394,-154.430,-47.865,198.259,14.794,-30.392,12.163,35.923,80.358,5.737,1.671,1.718,6.218,,,,7.701603e-4,1.329153e-4,0.644115,36.905,35.249238,78.850,6.083360,13.608
1753285011583.311,2025-07-23T15:36:51.583Z,FILTER_OUTPUT,40.27058452,-111.61925023,2216.409,-192.731,-154.570,-47.698,198.546,14.859,-30.382,12.205,35.955,80.430,5.743,1.655,1.779,6.236,,,,7.701603e-4,1.329153e-4,0.644115,36.905,35.249238,78.850,6.083360,13.608
1753285011594.422,2025-07-23T15:36:51.594Z,FILTER_OUTPUT,40.27058602,-111.61925420,2216.270,-193.068,-154.709,-47.531,198.833,14.923,-30.372,12.247,35.988,80.503,5.750,1.638,1.840,6.255,,,,7.701603e-4,1.329153e-4,0.644115,36.905,35.249238,78.850,6.083360,13.608
1753285011605.5332,2025-07-23T15:36:51.605Z,FILTER_OUTPUT,40.27058752,-111.61925816,2216.130,-193.405,-154.849,-47.364,199.120,14.981,-30.357,12.288,36.013,80.559,5.735,1.637,1.895,6.258,,,,7.459988e-4,1.352692e-4,0.648498,37.156,35.735000,79.937,6.479694,14.495
1753285011616.6443,2025-07-23T15:36:51.616Z,FILTER_OUTPUT,40.27058903,-111.61926211,2215.989,-193.740,-154.990,-47.196,199.406,15.031,-30.337,12.328,36.031,80.600,5.700,1.649,1.942,6.243,,,,7.459988e-4,1.352692e-4,0.648498,37.156,35.735000,79.937,6.479694,14.495
1753285011627.7554,2025-07-23T15:36:51.627Z,FILTER_OUTPUT,40.27059054,-111.61926606,2215.848,-194.076,-155.131,-47.028,199.692,15.082,-30.317,12.368,36.049,80.641,5.664,1.662,1.990,6.229,,,,7.459988e-4,1.352692e-4,0.648498,37.156,35.735000,79.937,6.479694,14.495
1753285011638.8665,2025-07-23T15:36:51.638Z,FILTER_OUTPUT,40.27059205,-111.61927001,2215.708,-194.412,-155.271,-46.859,199.979,15.133,-30.297,12.408,36.068,80.682,5.628,1.675,2.037,6.216,,,,7.459988e-4,1.352692e-4,0.648498,37.156,35.735000,79.937,6.479694,14.495
1753285011649.9775,2025-07-23T15:36:51.649Z,FILTER_OUTPUT,40.27059357,-111.61927396,2215.567,-194.747,-155.412,-46.691,200.266,15.183,-30.278,12.448,36.086,80.723,5.593,1.688,2.085,6.203,,,,7.459988e-4,1.352692e-4,0.648498,37.156,35.735000,79.937,6.479694,14.495
1753285011661.0886,2025-07-23T15:36:51.661Z,FILTER_OUTPUT,40.27059508,-111.61927792,2215.424,-195.083,-155.555,-46.522,200.553,15.222,-30.267,12.483,36.106,80.767,5.530,1.672,2.111,6.151,,,,7.209060e-4,1.358544e-4,0.631924,36.207,36.282229,81.161,6.837367,15.295
1753285011672.1997,2025-07-23T15:36:51.672Z,FILTER_OUTPUT,40.27059660,-111.61928187,2215.282,-195.419,-155.697,-46.353,200.841,15.262,-30.256,12.518,36.126,80.811,5.468,1.655,2.137,6.100,,,,7.209060e-4,1.358544e-4,0.631924,36.207,36.282229,81.161,6.837367,15.295
1753285011683.3108,2025-07-23T15:36:51.683Z,FILTER_OUTPUT,40.27059812,-111.61928582,2215.139,-195.754,-155.840,-46.184,201.129,15.301,-30.246,12.553,36.146,80.856,5.406,1.639,2.163,6.049,,,,7.209060e-4,1.358544e-4,0.631924,36.207,36.282229,81.161,6.837367,15.295
1753285011694.4219,2025-07-23T15:36:51.694Z,FILTER_OUTPUT,40.27059964,-111.61928977,2214.997,-196.090,-155.982,-46.015,201.417,15.341,-30.235,12.588,36.166,80.900,5.343,1.622,2.189,5.998,,,,7.209060e-4,1.358544e-4,0.631924,36.207,36.282229,81.161,6.837367,15.295
1753285011705.533,2025-07-23T15:36:51.705Z,FILTER_OUTPUT,40.27060117,-111.61929373,2214.853,-196.426,-156.126,-45.844,201.705,15.381,-30.228,12.627,36.190,80.955,5.288,1.596,2.222,5.954,,,,6.941703e-4,1.269703e-4,0.617419,35.375,37.029517,82.833,6.773050,15.151
1753285011716.644,2025-07-23T15:36:51.716Z,FILTER_OUTPUT,40.27060271,-111.61929770,2214.709,-196.763,-156.270,-45.673,201.995,15.422,-30.225,12.668,36.219,81.020,5.241,1.560,2.262,5.917,,,,6.941703e-4,1.269703e-4,0.617419,35.375,37.029517,82.833,6.773050,15.151
1753285011727.7551,2025-07-23T15:36:51.727Z,FILTER_OUTPUT,40.27060425,-111.61930166,2214.564,-197.100,-156.415,-45.502,202.284,15.463,-30.221,12.709,36.249,81.086,5.193,1.523,2.302,5.881,,,,6.941703e-4,1.269703e-4,0.617419,35.375,37.029517,82.833,6.773050,15.151
1753285011738.8662,2025-07-23T15:36:51.738Z,FILTER_OUTPUT,40.27060579,-111.61930563,2214.419,-197.437,-156.560,-45.330,202.574,15.504,-30.218,12.750,36.278,81.151,5.146,1.487,2.342,5.846,,,,6.941703e-4,1.269703e-4,0.617419,35.375,37.029517,82.833,6.773050,15.151
1753285011749.9773,2025-07-23T15:36:51.749Z,FILTER_OUTPUT,40.27060733,-111.61930959,2214.275,-197.774,-156.704,-45.159,202.864,15.545,-30.215,12.791,36.307,81.217,5.098,1.451,2.381,5.811,,,,6.941703e-4,1.269703e-4,0.617419,35.375,37.029517,82.833,6.773050,15.151
1753285011761.0884,2025-07-23T15:36:51.761Z,FILTER_OUTPUT,40.27060889,-111.61931357,2214.127,-198.111,-156.852,-44.986,203.154,15.580,-30.217,12.835,36.339,81.289,5.039,1.402,2.422,5.764,,,,6.647603e-4,1.167810e-4,0.594901,34.085,37.911179,84.805,6.660001,14.898
1753285011772.1995,2025-07-23T15:36:51.772Z,FILTER_OUTPUT,40.27061044,-111.61931754,2213.980,-198.448,-156.999,-44.813,203.445,15.614,-30.220,12.878,36.371,81.361,4.980,1.354,2.462,5.718,,,,6.647603e-4,1.167810e-4,0.594901,34.085,37.911179,84.805,6.660001,14.898
1753285011783.3105,2025-07-23T15:36:51.783Z,FILTER_OUTPUT,40.27061199,-111.61932151,2213.833,-198.785,-157.146,-44.640,203.736,15.649,-30.222,12.922,36.404,81.433,4.921,1.305,2.502,5.673,,,,6.647603e-4,1.167810e-4,0.594901,34.085,37.911179,84.805,6.660001,14.898
1753285011794.4216,2025-07-23T15:36:51.794Z,FILTER_OUTPUT,40.27061354,-111.61932548,2213.686,-199.123,-157.293,-44.467,204.027,15.683,-30.224,12.965,36.436,81.505,4.862,1.256,2.542,5.628,,,,6.647603e-4,1.167810e-4,0.594901,34.085,37.911179,84.805,6.660001,14.898
1753285011805.5327,2025-07-23T15:36:51.805Z,FILTER_OUTPUT,40.27061511,-111.61932945,2213.538,-199.460,-157.441,-44.293,204.319,15.717,-30.225,13.007,36.466,81.572,4.804,1.215,2.574,5.584,,,,6.411280e-4,1.126657e-4,0.571248,32.730,38.603011,86.353,6.783723,15.175
1753285011816.6438,2025-07-23T15:36:51.816Z,FILTER_OUTPUT,40.27061668,-111.61933341,2213.389,-199.797,-157.590,-44.119,204.610,15.748,-30.225,13.048,36.494,81.634,4.746,1.180,2.599,5.538,,,,6.411280e-4,1.126657e-4,0.571248,32.730,38.603011,86.353,6.783723,15.175
1753285011827.755,2025-07-23T15:36:51.827Z,FILTER_OUTPUT,40.27061824,-111.61933738,2213.240,-200.134,-157.739,-43.944,204.901,15.780,-30.224,13.088,36.522,81.696,4.688,1.146,2.624,5.493,,,,6.411280e-4,1.126657e-4,0.571248,32.730,38.603011,86.353,6.783723,15.175
1753285011838.866,2025-07-23T15:36:51.838Z,FILTER_OUTPUT,40.27061981,-111.61934135,2213.091,-200.471,-157.888,-43.769,205.193,15.812,-30.224,13.128,36.549,81.759,4.630,1.112,2.649,5.449,,,,6.411280e-4,1.126657e-4,0.571248,32.730,38.603011,86.353,6.783723,15.175
1753285011849.977,2025-07-23T15:36:51.849Z,FILTER_OUTPUT,40.27062138,-111.61934532,2212.942,-200.808,-158.037,-43.595,205.485,15.844,-30.223,13.168,36.577,81.821,4.572,1.077,2.674,5.405,,,,6.411280e-4,1.126657e-4,0.571248,32.730,38.603011,86.353,6.783723,15.175
1753285011861.0881,2025-07-23T15:36:51.861Z,FILTER_OUTPUT,40.27062297,-111.61934927,2212.789,-201.144,-158.190,-43.418,205.776,15.883,-30.217,13.215,36.606,81.885,4.543,1.064,2.712,5.397,,,,6.202627e-4,1.085774e-4,0.566692,32.469,39.253741,87.808,6.871397,15.371
1753285011872.1992,2025-07-23T15:36:51.872Z,FILTER_OUTPUT,40.27062456,-111.61935323,2212.637,-201.479,-158.342,-43.241,206.067,15.922,-30.211,13.261,36.634,81.948,4.515,1.050,2.750,5.390,,,,6.202627e-4,1.085774e-4,0.566692,32.469,39.253741,87.808,6.871397,15.371
1753285011883.3103,2025-07-23T15:36:51.883Z,FILTER_OUTPUT,40.27062615,-111.61935718,2212.485,-201.815,-158.494,-43.064,206.359,15.961,-30.205,13.307,36.663,82.012,4.486,1.037,2.789,5.383,,,,6.202627e-4,1.085774e-4,0.566692,32.469,39.253741,87.808,6.871397,15.371
1753285011894.4214,2025-07-23T15:36:51.894Z,FILTER_OUTPUT,40.27062774,-111.61936114,2212.333,-202.151,-158.646,-42.887,206.650,16.000,-30.199,13.353,36.691,82.076,4.457,1.023,2.827,5.376,,,,6.202627e-4,1.085774e-4,0.566692,32.469,39.253741,87.808,6.871397,15.371
1753285011905.5325,2025-07-23T15:36:51.905Z,FILTER_OUTPUT,40.27062933,-111.61936509,2212.180,-202.488,-158.799,-42.710,206.943,16.029,-30.195,13.399,36.718,82.136,4.405,1.003,2.860,5.347,,,,5.931777e-4,1.097020e-4,0.537035,30.770,40.036250,89.559,7.404283,16.563
1753285011916.6436,2025-07-23T15:36:51.916Z,FILTER_OUTPUT,40.27063092,-111.61936906,2212.025,-202.824,-158.954,-42.533,207.236,16.050,-30.194,13.443,36.743,82.191,4.328,0.975,2.888,5.294,,,,5.931777e-4,1.097020e-4,0.537035,30.770,40.036250,89.559,7.404283,16.563
1753285011927.7546,2025-07-23T15:36:51.927Z,FILTER_OUTPUT,40.27063251,-111.61937302,2211.871,-203.161,-159.108,-42.356,207.529,16.071,-30.193,13.488,36.767,82.246,4.252,0.947,2.916,5.242,,,,5.931777e-4,1.097020e-4,0.537035,30.770,40.036250,89.559,7.404283,16.563
1753285011938.8657,2025-07-23T15:36:51.938Z,FILTER_OUTPUT,40.27063410,-111.61937698,2211.716,-203.497,-159.263,-42.179,207.822,16.092,-30.192,13.533,36.792,82.302,4.175,0.919,2.944,5.191,,,,5.931777e-4,1.097020e-4,0.537035,30.770,40.036250,89.559,7.404283,16.563
1753285011949.9768,2025-07-23T15:36:51.949Z,FILTER_OUTPUT,40.27063569,-111.61938094,2211.562,-203.834,-159.417,-42.002,208.116,16.113,-30.191,13.577,36.817,82.357,4.099,0.891,2.972,5.141,,,,5.931777e-4,1.097020e-4,0.537035,30.770,40.036250,89.559,7.404283,16.563
1753285011961.088,2025-07-23T15:36:51.961Z,FILTER_OUTPUT,40.27063730,-111.61938491,2211.405,-204.170,-159.574,-41.823,208.410,16.137,-30.192,13.619,36.843,82.415,4.040,0.863,2.987,5.098,,,,5.739823e-4,1.093024e-4,0.508654,29.144,40.639493,90.908,7.738901,17.311
1753285011972.199,2025-07-23T15:36:51.972Z,FILTER_OUTPUT,40.27063890,-111.61938887,2211.248,-204.507,-159.731,-41.644,208.704,16.160,-30.192,13.660,36.869,82.473,3.982,0.834,3.002,5.056,,,,5.739823e-4,1.093024e-4,0.508654,29.144,40.639493,90.908,7.738901,17.311
1753285011983.31,2025-07-23T15:36:51.983Z,FILTER_OUTPUT,40.27064051,-111.61939284,2211.092,-204.844,-159.887,-41.465,208.999,16.183,-30.192,13.702,36.895,82.532,3.924,0.806,3.017,5.015,,,,5.739823e-4,1.093024e-4,0.508654,29.144,40.639493,90.908,7.738901,17.311
1753285011994.4211,2025-07-23T15:36:51.994Z,FILTER_OUTPUT,40.27064212,-111.61939680,2210.935,-205.181,-160.044,-41.287,209.293,16.207,-30.193,13.744,36.921,82.590,3.865,0.778,3.032,4.974,,,,5.739823e-4,1.093024e-4,0.508654,29.144,40.639493,90.908,7.738901,17.311
1753285012005.5322,2025-07-23T15:36:52.005Z,FILTER_OUTPUT,40.27064372,-111.61940077,2210.778,-205.518,-160.201,-41.108,209.589,16.225,-30.197,13.781,36.946,82.646,3.797,0.740,3.033,4.916,,,,5.599437e-4,1.102229e-4,0.456701,26.167,41.071918,91.875,8.084861,18.085
1753285012016.6433,2025-07-23T15:36:52.016Z,FILTER_OUTPUT,40.27064533,-111.61940475,2210.621,-205.856,-160.358,-40.929,209.885,16.239,-30.205,13.813,36.971,82.701,3.717,0.692,3.021,4.840,,,,5.599437e-4,1.102229e-4,0.456701,26.167,41.071918,91.875,8.084861,18.085
1753285012027.7544,2025-07-23T15:36:52.027Z,FILTER_OUTPUT,40.27064693,-111.61940872,2210.464,-206.193,-160.515,-40.751,210.182,16.252,-30.213,13.846,36.995,82.756,3.638,0.645,3.008,4.764,,,,5.599437e-4,1.102229e-4,0.456701,26.167,41.071918,91.875,8.084861,18.085
1753285012038.8655,2025-07-23T15:36:52.038Z,FILTER_OUTPUT,40.27064853,-111.61941270,2210.307,-206.531,-160.672,-40.572,210.478,16.265,-30.221,13.879,37.020,82.811,3.559,0.597,2.995,4.690,,,,5.599437e-4,1.102229e-4,0.456701,26.167,41.071918,91.875,8.084861,18.085
1753285012049.9766,2025-07-23T15:36:52.049Z,FILTER_OUTPUT,40.27065014,-111.61941667,2210.151,-206.869,-160.828,-40.394,210.775,16.278,-30.229,13.911,37.045,82.866,3.480,0.550,2.982,4.616,,,,5.599437e-4,1.102229e-4,0.456701,26.167,41.071918,91.875,8.084861,18.085
1753285012061.0876,2025-07-23T15:36:52.061Z,FILTER_OUTPUT,40.27065175,-111.61942064,2209.992,-207.205,-160.987,-40.214,211.071,16.291,-30.229,13.942,37.062,82.904,3.411,0.532,2.965,4.550,,,,5.506844e-4,1.184705e-4,0.416419,23.859,41.191913,92.144,8.861752,19.823
1753285012072.1987,2025-07-23T15:36:52.072Z,FILTER_OUTPUT,40.27065336,-111.61942460,2209.834,-207.542,-161.145,-40.034,211.368,16.304,-30.229,13.972,37.079,82.942,3.342,0.514,2.947,4.485,,,,5.506844e-4,1.184705e-4,0.416419,23.859,41.191913,92.144,8.861752,19.823
1753285012083.3098,2025-07-23T15:36:52.083Z,FILTER_OUTPUT,40.27065498,-111.61942856,2209.676,-207.878,-161.303,-39.855,211.664,16.317,-30.229,14.002,37.096,82.981,3.273,0.496,2.929,4.420,,,,5.506844e-4,1.184705e-4,0.416419,23.859,41.191913,92.144,8.861752,19.823
1753285012094.421,2025-07-23T15:36:52.094Z,FILTER_OUTPUT,40.27065659,-111.61943253,2209.518,-208.215,-161.461,-39.675,211.961,16.330,-30.229,14.032,37.113,83.019,3.204,0.478,2.911,4.355,,,,5.506844e-4,1.184705e-4,0.416419,23.859,41.191913,92.144,8.861752,19.823
1753285012105.532,2025-07-23T15:36:52.105Z,FILTER_OUTPUT,40.27065820,-111.61943650,2209.358,-208.552,-161.621,-39.496,212.259,16.343,-30.236,14.066,37.137,83.074,3.138,0.439,2.906,4.299,,,,5.364486e-4,1.108203e-4,0.368661,21.123,41.843108,93.601,8.644010,19.336
1753285012116.643,2025-07-23T15:36:52.116Z,FILTER_OUTPUT,40.27065982,-111.61944048,2209.197,-208.891,-161.782,-39.316,212.558,16.355,-30.252,14.104,37.169,83.146,3.076,0.377,2.912,4.253,,,,5.364486e-4,1.108203e-4,0.368661,21.123,41.843108,93.601,8.644010,19.336
1753285012127.7542,2025-07-23T15:36:52.127Z,FILTER_OUTPUT,40.27066144,-111.61944447,2209.036,-209.229,-161.943,-39.135,212.858,16.366,-30.267,14.142,37.202,83.218,3.014,0.316,2.919,4.208,,,,5.364486e-4,1.108203e-4,0.368661,21.123,41.843108,93.601,8.644010,19.336
1753285012138.8652,2025-07-23T15:36:52.138Z,FILTER_OUTPUT,40.27066306,-111.61944845,2208.875,-209.568,-162.104,-38.955,213.158,16.378,-30.283,14.180,37.234,83.290,2.952,0.254,2.925,4.164,,,,5.364486e-4,1.108203e-4,0.368661,21.123,41.843108,93.601,8.644010,19.336
1753285012149.9763,2025-07-23T15:36:52.149Z,FILTER_OUTPUT,40.27066468,-111.61945244,2208.714,-209.906,-162.265,-38.775,213.458,16.390,-30.298,14.218,37.266,83.363,2.890,0.193,2.932,4.122,,,,5.364486e-4,1.108203e-4,0.368661,21.123,41.843108,93.601,8.644010,19.336
1753285012161.0874,2025-07-23T15:36:52.161Z,FILTER_OUTPUT,40.27066630,-111.61945644,2208.551,-210.246,-162.428,-38.595,213.759,16.397,-30.318,14.259,37.301,83.440,2.823,0.128,2.947,4.082,,,,5.205345e-4,1.022297e-4,0.316624,18.141,42.603793,95.302,8.367113,18.717
1753285012172.1985,2025-07-23T15:36:52.172Z,FILTER_OUTPUT,40.27066792,-111.61946044,2208.389,-210.586,-162.590,-38.414,214.061,16.404,-30.338,14.300,37.336,83.518,2.755,0.062,2.961,4.045,,,,5.205345e-4,1.022297e-4,0.316624,18.141,42.603793,95.302,8.367113,18.717
1753285012183.3096,2025-07-23T15:36:52.183Z,FILTER_OUTPUT,40.27066954,-111.61946445,2208.226,-210.926,-162.753,-38.233,214.363,16.411,-30.358,14.341,37.371,83.596,2.688,-0.004,2.975,4.009,,,,5.205345e-4,1.022297e-4,0.316624,18.141,42.603793,95.302,8.367113,18.717
1753285012194.4207,2025-07-23T15:36:52.194Z,FILTER_OUTPUT,40.27067117,-111.61946845,2208.063,-211.266,-162.916,-38.053,214.666,16.418,-30.378,14.382,37.406,83.674,2.620,-0.069,2.990,3.976,,,,5.205345e-4,1.022297e-4,0.316624,18.141,42.603793,95.302,8.367113,18.717
1753285012205.5317,2025-07-23T15:36:52.205Z,FILTER_OUTPUT,40.27067279,-111.61947245,2207.899,-211.606,-163.080,-37.872,214.969,16.424,-30.393,14.427,37.438,83.747,2.556,-0.117,3.015,3.955,,,,4.989929e-4,9.988911e-5,0.282105,16.163,43.466539,97.232,8.701193,19.464
1753285012216.6428,2025-07-23T15:36:52.216Z,FILTER_OUTPUT,40.27067441,-111.61947645,2207.734,-211.946,-163.245,-37.691,215.271,16.430,-30.403,14.477,37.468,83.815,2.495,-0.147,3.052,3.945,,,,4.989929e-4,9.988911e-5,0.282105,16.163,43.466539,97.232,8.701193,19.464
1753285012227.754,2025-07-23T15:36:52.227Z,FILTER_OUTPUT,40.27067604,-111.61948045,2207.569,-212.285,-163.410,-37.511,215.574,16.436,-30.414,14.526,37.499,83.882,2.435,-0.177,3.089,3.937,,,,4.989929e-4,9.988911e-5,0.282105,16.163,43.466539,97.232,8.701193,19.464
1753285012238.865,2025-07-23T15:36:52.238Z,FILTER_OUTPUT,40.27067766,-111.61948445,2207.404,-212.625,-163.575,-37.330,215.877,16.442,-30.425,14.575,37.529,83.950,2.374,-0.208,3.126,3.931,,,,4.989929e-4,9.988911e-5,0.282105,16.163,43.466539,97.232,8.701193,19.464
1753285012249.976,2025-07-23T15:36:52.249Z,FILTER_OUTPUT,40.27067928,-111.61948845,2207.239,-212.965,-163.740,-37.149,216.181,16.448,-30.435,14.625,37.559,84.018,2.314,-0.238,3.162,3.926,,,,4.989929e-4,9.988911e-5,0.282105,16.163,43.466539,97.232,8.701193,19.464
1753285012261.0872,2025-07-23T15:36:52.261Z,FILTER_OUTPUT,40.27068090,-111.61949244,2207.072,-213.304,-163.907,-36.969,216.484,16.452,-30.441,14.672,37.585,84.074,2.256,-0.251,3.188,3.914,,,,4.814242e-4,1.029698e-4,0.251029,14.383,44.072333,98.587,9.426448,21.086
1753285012272.1982,2025-07-23T15:36:52.272Z,FILTER_OUTPUT,40.27068252,-111.61949644,2206.906,-213.644,-164.073,-36.788,216.788,16.456,-30.447,14.719,37.610,84.131,2.198,-0.265,3.214,3.903,,,,4.814242e-4,1.029698e-4,0.251029,14.383,44.072333,98.587,9.426448,21.086
1753285012283.3093,2025-07-23T15:36:52.283Z,FILTER_OUTPUT,40.27068415,-111.61950044,2206.739,-213.983,-164.240,-36.608,217.092,16.460,-30.454,14.766,37.635,84.187,2.141,-0.278,3.239,3.893,,,,4.814242e-4,1.029698e-4,0.251029,14.383,44.072333,98.587,9.426448,21.086
1753285012294.4204,2025-07-23T15:36:52.294Z,FILTER_OUTPUT,40.27068577,-111.61950444,2206.572,-214.323,-164.407,-36.427,217.397,16.464,-30.460,14.814,37.660,84.243,2.083,-0.292,3.265,3.884,,,,4.814242e-4,1.029698e-4,0.251029,14.383,44.072333,98.587,9.426448,21.086
1753285012305.5315,2025-07-23T15:36:52.305Z,FILTER_OUTPUT,40.27068739,-111.61950844,2206.404,-214.663,-164.575,-36.247,217.702,16.465,-30.468,14.858,37.685,84.300,2.023,-0.312,3.281,3.867,,,,4.703623e-4,1.052097e-4,0.208169,11.927,44.451036,99.434,9.942717,22.241
1753285012316.6426,2025-07-23T15:36:52.316Z,FILTER_OUTPUT,40.27068901,-111.61951245,2206.236,-215.003,-164.743,-36.066,218.007,16.465,-30.480,14.900,37.711,84.357,1.961,-0.339,3.288,3.843,,,,4.703623e-4,1.052097e-4,0.208169,11.927,44.451036,99.434,9.942717,22.241
